#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RH22	rpoC2	3702.Q944S1	3702.P56764	0	0	0	0	0.123	0.061	0.160	0.248	0.410
RH22	petB	3702.Q944S1	3702.P56773	0	0	0	0	0	0	0	0.404	0.405
RH22	ycf3	3702.Q944S1	3702.P61843	0	0	0	0	0	0.049	0	0.405	0.409
RH22	CP31A	3702.Q944S1	3702.Q04836	0	0	0	0	0.080	0.109	0.093	0.456	0.541
RH22	ndhA	3702.Q944S1	3702.Q37165	0	0	0	0	0	0	0	0.483	0.483
RH22	F20D10.40	3702.Q944S1	3702.Q84WN0	0	0	0	0	0.086	0	0	0.371	0.400
RH22	RH3	3702.Q944S1	3702.Q8L7S8	0	0	0.245	0.577	0.099	0.061	0	0.373	0.546
RH22	BPG2	3702.Q944S1	3702.Q8W4I6	0.041	0	0	0	0.246	0.228	0.142	0.047	0.460
RH22	RPS1	3702.Q944S1	3702.Q93VC7	0	0	0	0	0.132	0.336	0.211	0.237	0.606
RH22	PTAC2	3702.Q944S1	3702.Q9S7Q2	0	0.003	0	0	0.120	0.046	0	0.404	0.455
RH22	PDE338	3702.Q944S1	3702.Q9M9H4	0	0	0	0	0.117	0.107	0.211	0.489	0.639
RH3	rpl2	3702.Q8L7S8	3702.A0A2P2CLG6	0	0	0	0	0.094	0.184	0	0.318	0.451
RH3	rps12	3702.Q8L7S8	3702.A0A2P2CLH1	0	0	0	0	0.122	0.077	0.090	0.355	0.460
RH3	RNE	3702.Q8L7S8	3702.F4IV66	0	0	0	0	0.118	0	0	0.480	0.521
RH3	PTAC10	3702.Q8L7S8	3702.F4JF21	0	0	0	0	0.115	0	0	0.638	0.665
RH3	rbcL	3702.Q8L7S8	3702.O03042	0	0	0	0	0	0	0	0.431	0.431
RH3	ndhB1	3702.Q8L7S8	3702.P0CC32	0	0	0	0	0	0	0	0.433	0.433
RH3	TUFA	3702.Q8L7S8	3702.P17745	0	0	0	0	0.165	0.045	0	0.466	0.537
RH3	CPN60B1	3702.Q8L7S8	3702.P21240	0	0	0	0	0.267	0.065	0.066	0.233	0.443
RH3	RPL8A	3702.Q8L7S8	3702.P46286	0	0	0	0	0.113	0.184	0	0.317	0.462
RH3	rpoB	3702.Q8L7S8	3702.P50546	0	0	0	0	0.138	0.061	0.160	0.248	0.421
RH3	rpl2-A	3702.Q8L7S8	3702.P56791	0	0	0	0	0.094	0.184	0	0.305	0.441
RH3	rps12-A	3702.Q8L7S8	3702.P62126	0	0	0	0	0.122	0.077	0.090	0.437	0.529
RH3	RPS12	3702.Q8L7S8	3702.P92532	0	0	0	0	0.122	0.077	0.090	0.356	0.461
RH3	RPL2	3702.Q8L7S8	3702.P93311	0	0	0	0	0.094	0.184	0	0.318	0.451
RH3	ATPC1	3702.Q8L7S8	3702.Q01908	0	0	0	0	0.231	0.243	0	0.059	0.404
RH3	CP31A	3702.Q8L7S8	3702.Q04836	0	0	0	0	0.211	0.106	0.093	0.345	0.524
RH3	MRL1	3702.Q8L7S8	3702.Q0WLC6	0	0	0	0	0.211	0.046	0	0.400	0.508
RH3	PPR4	3702.Q8L7S8	3702.Q0WMY5	0	0	0	0	0.112	0.046	0	0.718	0.740
RH3	CP29A	3702.Q8L7S8	3702.Q43349	0	0	0	0	0.217	0.106	0.093	0.598	0.710
RH3	RNJ	3702.Q8L7S8	3702.Q84W56	0	0	0	0	0.185	0.077	0	0.581	0.657
RH3	RAF1.2	3702.Q8L7S8	3702.Q9SR19	0	0	0	0	0.270	0.213	0	0	0.400
RH3	BPG2	3702.Q8L7S8	3702.Q8W4I6	0.041	0	0	0	0.164	0.228	0.142	0.047	0.402
RH3	RPL11	3702.Q8L7S8	3702.Q9MAP3	0	0	0	0	0.218	0.268	0	0.121	0.453
RH3	GUN1	3702.Q8L7S8	3702.Q9SIC9	0	0	0	0	0.098	0.046	0	0.435	0.471
RH3	RHON1	3702.Q8L7S8	3702.Q94K75	0	0	0	0	0.106	0	0	0.433	0.471
RH3	CLPC1	3702.Q8L7S8	3702.Q9FI56	0	0	0	0	0.080	0.055	0	0.471	0.499
RH3	PDE338	3702.Q8L7S8	3702.Q9M9H4	0	0	0	0	0.133	0.107	0.211	0.285	0.505
RH3	RH22	3702.Q8L7S8	3702.Q944S1	0	0	0.245	0.577	0.099	0.061	0	0.373	0.546
RH3	RPS1	3702.Q8L7S8	3702.Q93VC7	0	0	0	0	0.162	0.107	0.211	0.453	0.634
RH3	PTAC2	3702.Q8L7S8	3702.Q9S7Q2	0	0	0	0	0.165	0.046	0	0.599	0.652
RHON1	RNE	3702.Q94K75	3702.F4IV66	0	0	0	0	0.150	0	0	0.934	0.941
RHON1	rbcL	3702.Q94K75	3702.O03042	0	0	0	0	0.050	0.292	0	0.717	0.793
RHON1	CPN60A1	3702.Q94K75	3702.P21238	0	0	0	0	0.211	0	0	0.361	0.474
RHON1	CPN60B1	3702.Q94K75	3702.P21240	0	0	0	0	0.263	0	0	0.332	0.487
RHON1	rpoA	3702.Q94K75	3702.P56762	0	0	0	0	0	0	0	0.573	0.573
RHON1	accD	3702.Q94K75	3702.P56765	0	0	0	0	0.050	0	0	0.571	0.575
RHON1	petB	3702.Q94K75	3702.P56773	0	0	0	0	0	0	0	0.409	0.409
RHON1	petD	3702.Q94K75	3702.P56774	0	0	0	0	0	0	0	0.449	0.449
RHON1	psbB	3702.Q94K75	3702.P56777	0	0	0	0	0	0	0	0.428	0.428
RHON1	psbJ	3702.Q94K75	3702.P56781	0	0	0	0	0	0	0	0.436	0.436
RHON1	RNR1	3702.Q94K75	3702.Q6NQJ6	0	0	0	0	0.162	0	0	0.779	0.806
RHON1	RNJ	3702.Q94K75	3702.Q84W56	0.049	0	0	0	0.131	0	0	0.897	0.907
RHON1	RH3	3702.Q94K75	3702.Q8L7S8	0	0	0	0	0.106	0	0	0.433	0.471
RHON1	HCF173	3702.Q94K75	3702.Q8W4D6	0	0	0	0	0	0	0	0.639	0.639
RHON1	CSP41A	3702.Q94K75	3702.Q9LYA9	0	0	0	0	0.099	0	0	0.796	0.808
RNE	psaI	3702.F4IV66	3702.P56768	0	0	0	0	0	0	0	0.400	0.400
RNE	ndhB1	3702.F4IV66	3702.P0CC32	0.046	0	0	0	0	0	0	0.400	0.403
RNE	F2P3.7	3702.F4IV66	3702.O82499	0.113	0	0	0	0.198	0	0	0.231	0.405
RNE	cemA	3702.F4IV66	3702.P56783	0	0	0	0	0	0	0	0.409	0.408
RNE	CRP1	3702.F4IV66	3702.Q8L844	0	0	0	0	0.116	0	0	0.363	0.412
RNE	PDE338	3702.F4IV66	3702.Q9M9H4	0.110	0	0	0	0.137	0	0	0.310	0.423
RNE	ATPA	3702.F4IV66	3702.P92549	0	0	0	0	0	0	0	0.433	0.433
RNE	atpA	3702.F4IV66	3702.P56757	0	0	0	0	0	0	0	0.433	0.433
RNE	psbB	3702.F4IV66	3702.P56777	0	0	0	0	0	0	0	0.435	0.435
RNE	psbH	3702.F4IV66	3702.P56780	0	0	0	0	0	0	0	0.437	0.437
RNE	psbA	3702.F4IV66	3702.P83755	0	0	0	0	0	0	0	0.439	0.439
RNE	accD	3702.F4IV66	3702.P56765	0.108	0	0	0	0	0	0	0.414	0.455
RNE	CSP41B	3702.F4IV66	3702.Q9SA52	0	0	0	0	0.106	0	0	0.435	0.473
RNE	PGR3	3702.F4IV66	3702.Q9SZ52	0	0	0	0	0.166	0	0	0.396	0.474
RNE	atpH	3702.F4IV66	3702.P56760	0	0	0	0	0.056	0	0	0.494	0.501
RNE	atpI	3702.F4IV66	3702.P56758	0	0	0	0	0	0	0	0.513	0.513
RNE	RH3	3702.F4IV66	3702.Q8L7S8	0	0	0	0	0.118	0	0	0.480	0.521
RNE	petB	3702.F4IV66	3702.P56773	0	0	0	0	0	0	0	0.541	0.541
RNE	rpl33	3702.F4IV66	3702.P56796	0	0	0	0	0	0	0	0.541	0.541
RNE	MRL1	3702.F4IV66	3702.Q0WLC6	0	0	0	0	0.211	0	0	0.458	0.554
RNE	CRS1	3702.F4IV66	3702.Q9LF10	0	0	0	0	0.079	0	0	0.540	0.558
RNE	HCF107	3702.F4IV66	3702.Q8RWG2	0.058	0	0	0	0.103	0	0	0.572	0.606
RNE	rbcL	3702.F4IV66	3702.O03042	0.108	0	0	0	0	0	0	0.645	0.670
RNE	HCF173	3702.F4IV66	3702.Q8W4D6	0	0	0	0	0.094	0	0	0.651	0.670
RNE	HCF152	3702.F4IV66	3702.Q9SF38	0	0	0	0	0.086	0	0	0.718	0.731
RNE	CSP41A	3702.F4IV66	3702.Q9LYA9	0	0	0	0	0.123	0	0	0.717	0.741
RNE	AT2G04280.1	3702.F4IV66	3702.Q9SI07	0	0	0	0	0	0	0	0.855	0.855
RNE	RNR1	3702.F4IV66	3702.Q6NQJ6	0.109	0	0	0	0.122	0	0	0.851	0.873
RNE	RNJ	3702.F4IV66	3702.Q84W56	0	0	0	0	0.099	0	0	0.926	0.930
RNE	RHON1	3702.F4IV66	3702.Q94K75	0	0	0	0	0.150	0	0	0.934	0.941
RNJ	RNE	3702.Q84W56	3702.F4IV66	0	0	0	0	0.099	0	0	0.926	0.930
RNJ	rbcL	3702.Q84W56	3702.O03042	0	0	0	0	0	0	0	0.544	0.544
RNJ	RPOT3	3702.Q84W56	3702.O24600	0	0	0	0	0.173	0	0	0.436	0.513
RNJ	NRPB2	3702.Q84W56	3702.P38420	0	0	0	0	0.117	0.176	0.262	0.047	0.420
RNJ	rpoB	3702.Q84W56	3702.P50546	0	0	0	0	0.117	0.176	0.262	0.268	0.554
RNJ	atpI	3702.Q84W56	3702.P56758	0	0	0	0	0	0	0	0.400	0.400
RNJ	atpH	3702.Q84W56	3702.P56760	0	0	0	0	0.059	0	0	0.541	0.549
RNJ	rpoC1	3702.Q84W56	3702.P56763	0	0	0	0	0.117	0.176	0.262	0.319	0.585
RNJ	rpoC2	3702.Q84W56	3702.P56764	0	0	0	0	0.117	0.176	0.262	0.201	0.513
RNJ	petB	3702.Q84W56	3702.P56773	0	0	0	0	0	0	0	0.599	0.599
RNJ	petD	3702.Q84W56	3702.P56774	0	0	0	0	0	0	0	0.572	0.572
RNJ	psbB	3702.Q84W56	3702.P56777	0	0	0	0	0	0	0	0.600	0.600
RNJ	psbH	3702.Q84W56	3702.P56780	0	0	0	0	0	0	0	0.653	0.653
RNJ	psbK	3702.Q84W56	3702.P56782	0	0	0	0	0	0	0	0.414	0.414
RNJ	rpl33	3702.Q84W56	3702.P56796	0	0	0	0	0	0	0	0.431	0.431
RNJ	psbA	3702.Q84W56	3702.P83755	0	0	0	0	0	0	0	0.400	0.400
RNJ	MRL1	3702.Q84W56	3702.Q0WLC6	0	0	0	0	0.251	0	0	0.720	0.781
RNJ	RNR1	3702.Q84W56	3702.Q6NQJ6	0	0	0	0	0.205	0	0	0.863	0.887
RNJ	CRP1	3702.Q84W56	3702.Q8L844	0	0	0	0	0.099	0	0	0.371	0.409
RNJ	LHCB3	3702.Q84W56	3702.Q9S7M0	0.075	0	0	0	0.070	0.141	0.320	0.099	0.464
RNJ	P67	3702.Q84W56	3702.Q8GWE0	0	0	0	0	0.163	0	0	0.400	0.476
RNJ	CSP41B	3702.Q84W56	3702.Q9SA52	0	0	0	0	0.072	0	0	0.549	0.563
RNJ	RH3	3702.Q84W56	3702.Q8L7S8	0	0	0	0	0.185	0.077	0	0.581	0.657
RNJ	HCF152	3702.Q84W56	3702.Q9SF38	0	0	0	0	0.070	0	0	0.718	0.726
RNJ	HCF107	3702.Q84W56	3702.Q8RWG2	0	0	0	0	0	0.067	0.183	0.718	0.766
RNJ	CSP41A	3702.Q84W56	3702.Q9LYA9	0	0	0	0	0.073	0	0	0.785	0.792
RNJ	RHON1	3702.Q84W56	3702.Q94K75	0.049	0	0	0	0.131	0	0	0.897	0.907
RNR1	RNE	3702.Q6NQJ6	3702.F4IV66	0.109	0	0	0	0.122	0	0	0.851	0.873
RNR1	rbcL	3702.Q6NQJ6	3702.O03042	0.108	0	0	0	0	0	0	0.371	0.414
RNR1	F19F24.14	3702.Q6NQJ6	3702.O64624	0	0	0	0	0.110	0	0	0.658	0.682
RNR1	RPL8A	3702.Q6NQJ6	3702.P46286	0.101	0	0	0	0	0	0.359	0.046	0.402
RNR1	rpl22	3702.Q6NQJ6	3702.P56795	0.107	0	0	0	0.117	0	0.326	0.130	0.476
RNR1	ATP9	3702.Q6NQJ6	3702.P60112	0.062	0	0	0	0	0	0	0.482	0.493
RNR1	MRL1	3702.Q6NQJ6	3702.Q0WLC6	0	0	0	0	0.218	0	0	0.500	0.592
RNR1	atp9	3702.Q6NQJ6	3702.Q304C3	0.062	0	0	0	0	0	0	0.481	0.492
RNR1	SIGF	3702.Q6NQJ6	3702.Q9LD95	0	0	0	0	0.177	0	0	0.346	0.439
RNR1	CRS1	3702.Q6NQJ6	3702.Q9LF10	0	0	0	0	0.083	0	0.238	0.326	0.488
RNR1	HCF152	3702.Q6NQJ6	3702.Q9SF38	0	0	0	0	0.090	0	0	0.514	0.539
RNR1	CSP41A	3702.Q6NQJ6	3702.Q9LYA9	0	0	0	0	0.071	0	0	0.575	0.588
RNR1	PGR3	3702.Q6NQJ6	3702.Q9SZ52	0	0	0	0	0.160	0	0	0.540	0.597
RNR1	PDE338	3702.Q6NQJ6	3702.Q9M9H4	0.052	0	0	0	0.277	0.294	0	0.269	0.599
RNR1	RPS1	3702.Q6NQJ6	3702.Q93VC7	0.052	0	0	0	0.258	0.294	0	0.313	0.613
RNR1	RHON1	3702.Q6NQJ6	3702.Q94K75	0	0	0	0	0.162	0	0	0.779	0.806
RNR1	RNJ	3702.Q6NQJ6	3702.Q84W56	0	0	0	0	0.205	0	0	0.863	0.887
RPE	MEE6.17	3702.Q9SAU2	3702.A4FVS2	0	0	0	0	0	0	0.372	0.125	0.427
RPE	LPD1	3702.Q9SAU2	3702.A8MS68	0	0	0	0	0	0	0	0.406	0.406
RPE	T10O22.24	3702.Q9SAU2	3702.F4IAP5	0.120	0	0	0	0	0	0	0.507	0.547
RPE	TKL-2	3702.Q9SAU2	3702.F4IW47	0.096	0	0	0	0.219	0.079	0.944	0.897	0.995
RPE	LPD2	3702.Q9SAU2	3702.F4JLP5	0	0	0	0	0.078	0	0	0.408	0.431
RPE	KPR	3702.Q9SAU2	3702.F4KIN4	0	0	0	0	0	0	0.468	0.205	0.558
RPE	rbcL	3702.Q9SAU2	3702.O03042	0	0	0	0	0.042	0	0	0.464	0.465
RPE	F4P9.26	3702.Q9SAU2	3702.O22799	0	0	0	0	0	0	0.372	0.125	0.427
RPE	PPDK	3702.Q9SAU2	3702.O23404	0	0	0	0	0	0	0	0.738	0.738
RPE	PORC	3702.Q9SAU2	3702.O48741	0	0	0	0	0.263	0	0.186	0.124	0.428
RPE	PSBY	3702.Q9SAU2	3702.O49347	0	0	0	0	0.307	0	0	0.228	0.442
RPE	E1-BETA-2	3702.Q9SAU2	3702.O64688	0	0	0	0	0.181	0	0.372	0.125	0.510
RPE	PMDH1	3702.Q9SAU2	3702.O82399	0	0	0	0	0.056	0	0	0.396	0.405
RPE	RBCS-1A	3702.Q9SAU2	3702.P10795	0	0	0	0	0.162	0	0	0.419	0.492
RPE	RCA	3702.Q9SAU2	3702.P10896	0	0	0	0	0.268	0	0	0.695	0.767
RPE	CSY4	3702.Q9SAU2	3702.P20115	0.050	0	0	0	0	0	0	0.438	0.443
RPE	PSBO1	3702.Q9SAU2	3702.P23321	0	0	0	0	0.313	0	0	0.358	0.540
RPE	PRK	3702.Q9SAU2	3702.P25697	0.079	0	0	0	0.211	0	0.932	0.909	0.994
RPE	CFBP1	3702.Q9SAU2	3702.P25851	0.107	0	0	0	0.328	0	0	0.810	0.876
RPE	GAPA1	3702.Q9SAU2	3702.P25856	0.082	0	0	0	0.306	0	0	0.495	0.650
RPE	GAPB	3702.Q9SAU2	3702.P25857	0.082	0	0	0	0.361	0	0	0.416	0.627
RPE	GAPC1	3702.Q9SAU2	3702.P25858	0.082	0	0	0	0	0	0	0.808	0.816
RPE	LHCA4	3702.Q9SAU2	3702.P27521	0	0	0	0	0.177	0	0	0.360	0.451
RPE	PGIC	3702.Q9SAU2	3702.P34795	0.108	0	0	0	0	0	0	0.604	0.631
RPE	SBPASE	3702.Q9SAU2	3702.P46283	0.107	0	0	0	0.325	0	0	0.881	0.922
RPE	CTIMC	3702.Q9SAU2	3702.P48491	0.111	0	0	0	0.061	0	0	0.850	0.864
RPE	PSAN	3702.Q9SAU2	3702.P49107	0	0	0	0	0.211	0	0	0.280	0.407
RPE	F14G9.19	3702.Q9SAU2	3702.P50318	0.107	0	0	0	0.122	0.066	0	0.652	0.711
RPE	MDH1	3702.Q9SAU2	3702.P93819	0	0	0	0	0.072	0	0	0.449	0.467
RPE	ATPC1	3702.Q9SAU2	3702.Q01908	0	0	0	0	0.486	0	0	0.124	0.531
RPE	PDH2	3702.Q9SAU2	3702.Q38799	0	0	0	0	0.044	0	0.372	0.125	0.428
RPE	PSBP1	3702.Q9SAU2	3702.Q42029	0	0	0	0	0.383	0	0	0.437	0.637
RPE	GLN2	3702.Q9SAU2	3702.Q43127	0	0	0	0	0.261	0	0	0.364	0.510
RPE	GAPCP2	3702.Q9SAU2	3702.Q5E924	0.082	0	0	0	0	0	0	0.791	0.800
RPE	PPC2	3702.Q9SAU2	3702.Q5GM68	0.093	0	0	0	0.130	0	0	0.667	0.715
RPE	T5E8_100	3702.Q9SAU2	3702.Q84JL2	0	0	0	0	0	0	0.468	0.205	0.558
RPE	PPC3	3702.Q9SAU2	3702.Q84VW9	0.093	0	0	0	0.057	0	0	0.799	0.813
RPE	PPC4	3702.Q9SAU2	3702.Q8GVE8	0.093	0	0	0	0.057	0	0	0.598	0.626
RPE	MDHNP_ARATH	3702.Q9SAU2	3702.Q8H1E2	0	0	0	0	0.284	0	0	0.589	0.693
RPE	NAD-ME2	3702.Q9SAU2	3702.Q8L7K9	0	0	0	0	0.051	0	0	0.455	0.460
RPE	MKD15.11	3702.Q9SAU2	3702.Q8LAD2	0.103	0	0	0	0	0	0	0.392	0.432
RPE	T15N1.80	3702.Q9SAU2	3702.Q8LPJ5	0	0	0	0	0.058	0.070	0	0.393	0.422
RPE	TKL-1	3702.Q9SAU2	3702.Q8RWV0	0.096	0	0	0	0.347	0.079	0.944	0.897	0.996
RPE	LFNR2	3702.Q9SAU2	3702.Q8W493	0	0	0	0	0.242	0	0	0.331	0.471
RPE	PKP3	3702.Q9SAU2	3702.Q93Z53	0.067	0	0	0	0.052	0	0	0.448	0.469
RPE	FBA2	3702.Q9SAU2	3702.Q944G9	0	0	0	0	0.304	0	0	0.685	0.771
RPE	GLYK	3702.Q9SAU2	3702.Q944I4	0	0	0	0	0.171	0	0.554	0.308	0.721
RPE	F28J7.18	3702.Q9SAU2	3702.Q94K13	0	0	0.103	0.870	0	0	0.900	0.047	0.907
RPE	Q94KE3_ARATH	3702.Q9SAU2	3702.Q94KE3	0.067	0	0	0	0	0	0	0.565	0.577
RPE	PDH-E1_BETA	3702.Q9SAU2	3702.Q9C6Z3	0	0	0	0	0.060	0	0.372	0.125	0.438
RPE	F9N12.9	3702.Q9SAU2	3702.Q9C8T3	0	0	0.104	0.868	0	0	0.900	0.047	0.907
RPE	MBK5.16	3702.Q9SAU2	3702.Q9FFP6	0.067	0	0	0	0	0	0	0.566	0.578
RPE	FTSH11	3702.Q9SAU2	3702.Q9FGM0	0	0	0	0	0.136	0	0	0.385	0.445
RPE	RPI4	3702.Q9SAU2	3702.Q9FI13	0.107	0	0	0	0.187	0.078	0.939	0.747	0.987
RPE	LFNR1	3702.Q9SAU2	3702.Q9FKW6	0	0	0	0	0.409	0	0	0.196	0.504
RPE	PKP2	3702.Q9SAU2	3702.Q9FLW9	0.067	0	0	0	0.140	0	0	0.407	0.483
RPE	MAH20.13	3702.Q9SAU2	3702.Q9FNN1	0.067	0	0	0	0	0	0	0.555	0.567
RPE	GAPC2	3702.Q9SAU2	3702.Q9FX54	0.082	0	0	0	0.043	0	0	0.808	0.816
RPE	PGK1	3702.Q9SAU2	3702.Q9LD57	0.107	0	0	0	0.333	0.066	0	0.585	0.738
RPE	DIN4	3702.Q9SAU2	3702.Q9LDY2	0	0	0	0	0	0	0.372	0.125	0.427
RPE	PKP1	3702.Q9SAU2	3702.Q9LIK0	0.067	0	0	0	0.059	0	0	0.550	0.570
RPE	MMDH2	3702.Q9SAU2	3702.Q9LKA3	0	0	0	0	0.056	0	0	0.402	0.411
RPE	LHCB6	3702.Q9SAU2	3702.Q9LMQ2	0	0	0	0	0.211	0	0.186	0.276	0.494
RPE	F24J8.4	3702.Q9SAU2	3702.Q9LPL5	0	0	0	0	0	0	0.468	0.205	0.558
RPE	GGAT1	3702.Q9SAU2	3702.Q9LR30	0.043	0	0	0	0.168	0	0	0.705	0.745
RPE	PSB27-1	3702.Q9SAU2	3702.Q9LR64	0	0	0	0	0.288	0	0	0.277	0.463
RPE	Q9LW19_ARATH	3702.Q9SAU2	3702.Q9LW19	0	0	0	0	0	0	0.372	0.125	0.427
RPE	CSY2	3702.Q9SAU2	3702.Q9LXS6	0.050	0	0	0	0	0	0	0.453	0.458
RPE	CSY1	3702.Q9SAU2	3702.Q9LXS7	0.050	0	0	0	0	0	0	0.443	0.448
RPE	NADP-ME2	3702.Q9SAU2	3702.Q9LYG3	0	0	0	0	0.053	0	0	0.440	0.447
RPE	CSY5	3702.Q9SAU2	3702.Q9M1D3	0.050	0	0	0	0	0	0	0.443	0.448
RPE	PKP4	3702.Q9SAU2	3702.Q9M3B6	0.067	0	0	0	0.042	0	0	0.388	0.406
RPE	LPD2-2	3702.Q9SAU2	3702.Q9M5K2	0	0	0	0	0	0	0	0.408	0.408
RPE	LPD1-2	3702.Q9SAU2	3702.Q9M5K3	0	0	0	0	0.177	0	0	0.398	0.483
RPE	CYFBP	3702.Q9SAU2	3702.Q9MA79	0.107	0	0	0	0.272	0	0	0.856	0.898
RPE	PPC1	3702.Q9SAU2	3702.Q9MAH0	0.093	0	0	0	0.057	0	0	0.618	0.644
RPE	RPI3	3702.Q9SAU2	3702.Q9S726	0.107	0	0	0	0.183	0.078	0.939	0.855	0.993
RPE	GGAT2	3702.Q9SAU2	3702.Q9S7E9	0.043	0	0	0	0.071	0	0	0.723	0.732
RPE	PSAG	3702.Q9SAU2	3702.Q9S7N7	0	0	0	0	0.211	0	0	0.307	0.429
RPE	PSBO2	3702.Q9SAU2	3702.Q9S841	0	0	0	0	0.306	0	0	0.484	0.626
RPE	PGK3	3702.Q9SAU2	3702.Q9SAJ4	0.107	0	0	0	0.080	0.066	0	0.874	0.891
RPE	GAPCP1	3702.Q9SAU2	3702.Q9SAJ6	0.082	0	0	0	0	0	0	0.791	0.800
RPE	MMDH1	3702.Q9SAU2	3702.Q9ZP06	0	0	0	0	0.056	0	0	0.401	0.410
RPE	BCDH_BETA1	3702.Q9SAU2	3702.Q9SAV3	0	0	0	0	0	0	0.372	0.125	0.427
RPE	PSBS	3702.Q9SAU2	3702.Q9XF91	0	0	0	0	0.213	0	0	0.305	0.429
RPE	LHCA3	3702.Q9SAU2	3702.Q9SY97	0	0	0	0	0.215	0	0	0.311	0.436
RPE	MDH	3702.Q9SAU2	3702.Q9SN86	0	0	0	0	0.056	0	0	0.427	0.437
RPE	PSAH2	3702.Q9SAU2	3702.Q9SUI6	0	0	0	0	0.201	0	0	0.350	0.458
RPE	CICDH	3702.Q9SAU2	3702.Q9SRZ6	0	0	0	0	0.052	0.070	0	0.443	0.466
RPE	ICDH	3702.Q9SAU2	3702.Q9SLK0	0	0	0	0	0.052	0.070	0	0.443	0.466
RPE	NAD-ME1	3702.Q9SAU2	3702.Q9SIU0	0	0	0	0	0.147	0	0	0.410	0.475
RPE	CSY3	3702.Q9SAU2	3702.Q9SJH7	0.050	0	0	0	0	0	0	0.472	0.477
RPE	PSAL	3702.Q9SAU2	3702.Q9SUI4	0	0	0	0	0.251	0.042	0	0.359	0.499
RPE	petC	3702.Q9SAU2	3702.Q9ZR03	0	0	0	0	0.312	0	0	0.312	0.506
RPE	PMDH2	3702.Q9SAU2	3702.Q9ZP05	0	0	0	0	0.262	0	0	0.395	0.535
RPE	PSBQ1	3702.Q9SAU2	3702.Q9XFT3	0	0	0	0	0.306	0	0	0.372	0.545
RPE	F1O11.21	3702.Q9SAU2	3702.Q9SJQ0	0.067	0	0	0	0	0	0	0.566	0.578
RPE	TIM	3702.Q9SAU2	3702.Q9SKP6	0.111	0	0	0	0.159	0	0	0.850	0.878
RPI3	MEE6.17	3702.Q9S726	3702.A4FVS2	0	0	0	0	0	0	0.405	0.123	0.455
RPI3	LPD1	3702.Q9S726	3702.A8MS68	0.107	0	0	0	0.064	0.044	0	0.362	0.422
RPI3	T10O22.24	3702.Q9S726	3702.F4IAP5	0.115	0	0	0	0	0	0	0.418	0.462
RPI3	T18C6.2	3702.Q9S726	3702.F4IMB5	0	0	0	0	0	0	0	0.411	0.411
RPI3	TKL-2	3702.Q9S726	3702.F4IW47	0.107	0	0	0	0	0.072	0.939	0.606	0.977
RPI3	F4IWV2_ARATH	3702.Q9S726	3702.F4IWV2	0	0	0	0	0	0	0	0.478	0.478
RPI3	LPD2	3702.Q9S726	3702.F4JLP5	0.107	0	0	0	0.110	0.044	0	0.364	0.452
RPI3	KPR	3702.Q9S726	3702.F4KIN4	0	0	0	0	0	0	0.515	0.237	0.614
RPI3	rbcL	3702.Q9S726	3702.O03042	0	0	0	0	0.079	0	0	0.514	0.534
RPI3	ACLA-2	3702.Q9S726	3702.O22718	0	0	0	0	0	0	0	0.466	0.466
RPI3	F4P9.26	3702.Q9S726	3702.O22799	0	0	0	0	0	0	0.405	0.123	0.455
RPI3	E1-BETA-2	3702.Q9S726	3702.O64688	0	0	0	0	0	0	0.405	0.123	0.455
RPI3	ACLA-3	3702.Q9S726	3702.O80526	0	0	0	0	0	0	0	0.466	0.466
RPI3	SDH1-1	3702.Q9S726	3702.O82663	0	0	0	0	0	0	0	0.448	0.448
RPI3	PRK	3702.Q9S726	3702.P25697	0	0	0	0	0.125	0	0.934	0.534	0.971
RPI3	CFBP1	3702.Q9S726	3702.P25851	0.087	0	0	0	0.147	0	0	0.560	0.627
RPI3	GAPA1	3702.Q9S726	3702.P25856	0	0	0	0	0.107	0	0	0.359	0.403
RPI3	GAPB	3702.Q9S726	3702.P25857	0	0	0	0	0.140	0	0	0.461	0.516
RPI3	SBPASE	3702.Q9S726	3702.P46283	0.087	0	0	0	0.179	0	0	0.623	0.693
RPI3	CTIMC	3702.Q9S726	3702.P48491	0.107	0	0	0	0	0	0	0.690	0.711
RPI3	F14G9.19	3702.Q9S726	3702.P50318	0.107	0	0	0	0.130	0	0	0.420	0.510
RPI3	P5CSA	3702.Q9S726	3702.P54887	0.123	0	0	0	0.155	0	0	0.495	0.593
RPI3	P5CSB	3702.Q9S726	3702.P54888	0.123	0	0	0	0.155	0	0	0.495	0.593
RPI3	F8L15_30	3702.Q9S726	3702.P68209	0.044	0	0	0	0.051	0	0	0.516	0.522
RPI3	PDH2	3702.Q9S726	3702.Q38799	0	0	0	0	0	0	0.405	0.123	0.455
RPI3	ACO1	3702.Q9S726	3702.Q42560	0	0	0	0	0	0	0	0.412	0.412
RPI3	GLN2	3702.Q9S726	3702.Q43127	0	0	0	0	0.147	0	0	0.384	0.452
RPI3	T5E8_100	3702.Q9S726	3702.Q84JL2	0	0	0	0	0	0	0.515	0.208	0.599
RPI3	PPC3	3702.Q9S726	3702.Q84VW9	0	0	0	0	0	0	0	0.445	0.445
